ID,crime id,month,reported by,falls within,longitude,latitude,location,lsoa code,lsoa name,crime type,last outcome category,type,date,part of a policing operation,policing operation,gender,age range,self-defined ethnicity,officer-defined ethnicity,legislation,object of search,outcome,outcome linked to object of search,removal of more than just outer clothing,all ages,13,14,15,16,17,18,19,20,25,30,35,40,45,50,60,70,80,90+
805,,2018-10,Greater Manchester Police,Greater Manchester Police,-2.296027,53.4834,On or near Littlewood Street,E01005654,Salford 023A,Anti-social behaviour,,Person search,2018-06-29T22:05:00+00:00,False,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,False,1952,18,16,11,9,13,9,14,16,70,76,51,34,15,21,24,3,3,7
806,,2017-01,Greater Manchester Police,Greater Manchester Police,-2.292952,53.485493,On or near Field Street,E01005654,Salford 023A,Anti-social behaviour,,Person search,2018-10-02T20:13:00+00:00,False,,,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,1952,18,16,11,9,13,9,14,16,70,76,51,34,15,21,24,3,3,7
807,,2017-07,Greater Manchester Police,Greater Manchester Police,-2.292952,53.485493,On or near Field Street,E01005654,Salford 023A,Anti-social behaviour,,Person search,2018-10-02T20:13:00+00:00,False,,,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,1952,18,16,11,9,13,9,14,16,70,76,51,34,15,21,24,3,3,7
808,,2017-10,Greater Manchester Police,Greater Manchester Police,-2.292952,53.485493,On or near Field Street,E01005654,Salford 023A,Anti-social behaviour,,Person search,2018-10-02T20:13:00+00:00,False,,,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,1952,18,16,11,9,13,9,14,16,70,76,51,34,15,21,24,3,3,7
809,,2017-11,Greater Manchester Police,Greater Manchester Police,-2.292952,53.485493,On or near Field Street,E01005654,Salford 023A,Anti-social behaviour,,Person search,2018-10-02T20:13:00+00:00,False,,,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,1952,18,16,11,9,13,9,14,16,70,76,51,34,15,21,24,3,3,7
810,,2018-09,Greater Manchester Police,Greater Manchester Police,-2.292952,53.485493,On or near Field Street,E01005654,Salford 023A,Anti-social behaviour,,Person search,2018-10-02T20:13:00+00:00,False,,,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,1952,18,16,11,9,13,9,14,16,70,76,51,34,15,21,24,3,3,7
811,,2017-01,Greater Manchester Police,Greater Manchester Police,-2.286006,53.48347,On or near Sports/Recreation Area,E01005655,Salford 024A,Anti-social behaviour,,Person search,2017-11-20T12:20:00+00:00,False,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,False,1653,17,12,19,15,13,3,8,28,38,49,37,24,14,10,5,6,2,3
812,,2017-06,Greater Manchester Police,Greater Manchester Police,-2.286006,53.48347,On or near Sports/Recreation Area,E01005655,Salford 024A,Anti-social behaviour,,Person search,2017-11-20T12:20:00+00:00,False,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,False,1653,17,12,19,15,13,3,8,28,38,49,37,24,14,10,5,6,2,3
813,,2017-07,Greater Manchester Police,Greater Manchester Police,-2.286006,53.48347,On or near Sports/Recreation Area,E01005655,Salford 024A,Anti-social behaviour,,Person search,2017-11-20T12:20:00+00:00,False,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,False,1653,17,12,19,15,13,3,8,28,38,49,37,24,14,10,5,6,2,3
814,,2017-09,Greater Manchester Police,Greater Manchester Police,-2.286006,53.48347,On or near Sports/Recreation Area,E01005655,Salford 024A,Anti-social behaviour,,Person search,2017-11-20T12:20:00+00:00,False,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,False,1653,17,12,19,15,13,3,8,28,38,49,37,24,14,10,5,6,2,3
815,,2017-10,Greater Manchester Police,Greater Manchester Police,-2.286006,53.48347,On or near Sports/Recreation Area,E01005655,Salford 024A,Anti-social behaviour,,Person search,2017-11-20T12:20:00+00:00,False,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,False,1653,17,12,19,15,13,3,8,28,38,49,37,24,14,10,5,6,2,3
816,,2018-03,Greater Manchester Police,Greater Manchester Police,-2.286006,53.48347,On or near Sports/Recreation Area,E01005655,Salford 024A,Anti-social behaviour,,Person search,2017-11-20T12:20:00+00:00,False,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,False,1653,17,12,19,15,13,3,8,28,38,49,37,24,14,10,5,6,2,3
817,,2018-09,Greater Manchester Police,Greater Manchester Police,-2.286006,53.48347,On or near Sports/Recreation Area,E01005655,Salford 024A,Anti-social behaviour,,Person search,2017-11-20T12:20:00+00:00,False,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,False,1653,17,12,19,15,13,3,8,28,38,49,37,24,14,10,5,6,2,3
818,,2017-11,Greater Manchester Police,Greater Manchester Police,-2.297074,53.484413,On or near Fram Street,E01005656,Salford 023B,Anti-social behaviour,,Person search,2017-06-16T18:00:00+00:00,False,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,False,1568,16,15,16,7,19,12,13,27,32,38,36,20,13,11,14,6,6,5
819,,2018-03,Greater Manchester Police,Greater Manchester Police,-2.297074,53.484413,On or near Fram Street,E01005656,Salford 023B,Anti-social behaviour,,Person search,2017-06-16T18:00:00+00:00,False,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,False,1568,16,15,16,7,19,12,13,27,32,38,36,20,13,11,14,6,6,5
820,,2018-07,Greater Manchester Police,Greater Manchester Police,-2.297074,53.484413,On or near Fram Street,E01005656,Salford 023B,Anti-social behaviour,,Person search,2017-06-16T18:00:00+00:00,False,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,False,1568,16,15,16,7,19,12,13,27,32,38,36,20,13,11,14,6,6,5
821,,2018-09,Greater Manchester Police,Greater Manchester Police,-2.297074,53.484413,On or near Fram Street,E01005656,Salford 023B,Anti-social behaviour,,Person search,2017-06-16T18:00:00+00:00,False,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,False,1568,16,15,16,7,19,12,13,27,32,38,36,20,13,11,14,6,6,5
822,,2017-12,Greater Manchester Police,Greater Manchester Police,-2.296187,53.482582,On or near Haven Street,E01005656,Salford 023B,Anti-social behaviour,,Person search,2018-02-17T05:20:00+00:00,False,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,False,1568,16,15,16,7,19,12,13,27,32,38,36,20,13,11,14,6,6,5
823,,2018-05,Greater Manchester Police,Greater Manchester Police,-2.296187,53.482582,On or near Haven Street,E01005656,Salford 023B,Anti-social behaviour,,Person search,2018-02-17T05:20:00+00:00,False,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,False,1568,16,15,16,7,19,12,13,27,32,38,36,20,13,11,14,6,6,5
824,,2017-03,Greater Manchester Police,Greater Manchester Police,-2.295054,53.486459,On or near Amos Street,E01005657,Salford 023C,Anti-social behaviour,,Person search,2017-04-21T22:40:00+00:00,False,,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False,1555,18,18,20,18,28,23,26,21,35,20,16,14,13,24,13,20,6,11
825,,2017-05,Greater Manchester Police,Greater Manchester Police,-2.295054,53.486459,On or near Amos Street,E01005657,Salford 023C,Anti-social behaviour,,Person search,2017-04-21T22:40:00+00:00,False,,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False,1555,18,18,20,18,28,23,26,21,35,20,16,14,13,24,13,20,6,11
826,,2017-07,Greater Manchester Police,Greater Manchester Police,-2.295054,53.486459,On or near Amos Street,E01005657,Salford 023C,Anti-social behaviour,,Person search,2017-04-21T22:40:00+00:00,False,,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False,1555,18,18,20,18,28,23,26,21,35,20,16,14,13,24,13,20,6,11
827,,2017-12,Greater Manchester Police,Greater Manchester Police,-2.295054,53.486459,On or near Amos Street,E01005657,Salford 023C,Anti-social behaviour,,Person search,2017-04-21T22:40:00+00:00,False,,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False,1555,18,18,20,18,28,23,26,21,35,20,16,14,13,24,13,20,6,11
828,,2018-07,Greater Manchester Police,Greater Manchester Police,-2.295054,53.486459,On or near Amos Street,E01005657,Salford 023C,Anti-social behaviour,,Person search,2017-04-21T22:40:00+00:00,False,,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False,1555,18,18,20,18,28,23,26,21,35,20,16,14,13,24,13,20,6,11
829,,2018-03,Greater Manchester Police,Greater Manchester Police,-2.294082,53.489832,On or near Petrol Station,E01005657,Salford 023C,Anti-social behaviour,,Vehicle search,2018-12-16T02:45:00+00:00,False,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,1555,18,18,20,18,28,23,26,21,35,20,16,14,13,24,13,20,6,11
830,,2018-05,Greater Manchester Police,Greater Manchester Police,-2.294082,53.489832,On or near Petrol Station,E01005657,Salford 023C,Anti-social behaviour,,Vehicle search,2018-12-16T02:45:00+00:00,False,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,1555,18,18,20,18,28,23,26,21,35,20,16,14,13,24,13,20,6,11
831,,2018-07,Greater Manchester Police,Greater Manchester Police,-2.294082,53.489832,On or near Petrol Station,E01005657,Salford 023C,Anti-social behaviour,,Vehicle search,2018-12-16T02:45:00+00:00,False,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,1555,18,18,20,18,28,23,26,21,35,20,16,14,13,24,13,20,6,11
832,,2017-04,Greater Manchester Police,Greater Manchester Police,-2.287282,53.482729,On or near Bradden Close,E01005658,Salford 024B,Anti-social behaviour,,Vehicle search,2017-12-22T23:30:00+00:00,False,,Male,10-17,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender cautioned,True,False,1392,17,24,34,31,13,22,13,15,14,15,24,16,16,14,11,11,6,11
833,,2017-12,Greater Manchester Police,Greater Manchester Police,-2.287282,53.482729,On or near Bradden Close,E01005658,Salford 024B,Anti-social behaviour,,Vehicle search,2017-12-22T23:30:00+00:00,False,,Male,10-17,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender cautioned,True,False,1392,17,24,34,31,13,22,13,15,14,15,24,16,16,14,11,11,6,11
834,,2018-01,Greater Manchester Police,Greater Manchester Police,-2.287282,53.482729,On or near Bradden Close,E01005658,Salford 024B,Anti-social behaviour,,Vehicle search,2017-12-22T23:30:00+00:00,False,,Male,10-17,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender cautioned,True,False,1392,17,24,34,31,13,22,13,15,14,15,24,16,16,14,11,11,6,11
835,,2018-08,Greater Manchester Police,Greater Manchester Police,-2.287282,53.482729,On or near Bradden Close,E01005658,Salford 024B,Anti-social behaviour,,Vehicle search,2017-12-22T23:30:00+00:00,False,,Male,10-17,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender cautioned,True,False,1392,17,24,34,31,13,22,13,15,14,15,24,16,16,14,11,11,6,11
836,,2018-09,Greater Manchester Police,Greater Manchester Police,-2.287282,53.482729,On or near Bradden Close,E01005658,Salford 024B,Anti-social behaviour,,Vehicle search,2017-12-22T23:30:00+00:00,False,,Male,10-17,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender cautioned,True,False,1392,17,24,34,31,13,22,13,15,14,15,24,16,16,14,11,11,6,11
837,,2017-04,Greater Manchester Police,Greater Manchester Police,-2.287282,53.482729,On or near Bradden Close,E01005658,Salford 024B,Anti-social behaviour,,Vehicle search,2018-11-11T16:40:00+00:00,False,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,1392,17,24,34,31,13,22,13,15,14,15,24,16,16,14,11,11,6,11
838,,2017-12,Greater Manchester Police,Greater Manchester Police,-2.287282,53.482729,On or near Bradden Close,E01005658,Salford 024B,Anti-social behaviour,,Vehicle search,2018-11-11T16:40:00+00:00,False,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,1392,17,24,34,31,13,22,13,15,14,15,24,16,16,14,11,11,6,11
839,,2018-01,Greater Manchester Police,Greater Manchester Police,-2.287282,53.482729,On or near Bradden Close,E01005658,Salford 024B,Anti-social behaviour,,Vehicle search,2018-11-11T16:40:00+00:00,False,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,1392,17,24,34,31,13,22,13,15,14,15,24,16,16,14,11,11,6,11
840,,2018-08,Greater Manchester Police,Greater Manchester Police,-2.287282,53.482729,On or near Bradden Close,E01005658,Salford 024B,Anti-social behaviour,,Vehicle search,2018-11-11T16:40:00+00:00,False,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,1392,17,24,34,31,13,22,13,15,14,15,24,16,16,14,11,11,6,11
841,,2018-09,Greater Manchester Police,Greater Manchester Police,-2.287282,53.482729,On or near Bradden Close,E01005658,Salford 024B,Anti-social behaviour,,Vehicle search,2018-11-11T16:40:00+00:00,False,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,1392,17,24,34,31,13,22,13,15,14,15,24,16,16,14,11,11,6,11
842,,2018-08,Greater Manchester Police,Greater Manchester Police,-2.435707,53.535096,On or near Green Avenue,E01005659,Salford 001A,Anti-social behaviour,,Person search,2017-06-10T11:50:00+00:00,True,,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,True,1562,25,11,15,16,19,20,21,21,25,22,13,17,14,23,11,19,5,9
843,,2018-08,Greater Manchester Police,Greater Manchester Police,-2.424467,53.532063,On or near Streetgate,E01005660,Salford 001B,Anti-social behaviour,,Person and Vehicle search,2018-04-04T23:27:00+00:00,False,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
844,,2017-08,Greater Manchester Police,Greater Manchester Police,-2.425043,53.530829,On or near Supermarket,E01005660,Salford 001B,Anti-social behaviour,,Person and Vehicle search,2018-09-07T13:10:00+00:00,False,,Male,10-17,White - Gypsy or Irish Traveller,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
845,,2017-10,Greater Manchester Police,Greater Manchester Police,-2.425043,53.530829,On or near Supermarket,E01005660,Salford 001B,Anti-social behaviour,,Person and Vehicle search,2018-09-07T13:10:00+00:00,False,,Male,10-17,White - Gypsy or Irish Traveller,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
846,,2018-01,Greater Manchester Police,Greater Manchester Police,-2.425043,53.530829,On or near Supermarket,E01005660,Salford 001B,Anti-social behaviour,,Person and Vehicle search,2018-09-07T13:10:00+00:00,False,,Male,10-17,White - Gypsy or Irish Traveller,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
847,,2018-06,Greater Manchester Police,Greater Manchester Police,-2.425043,53.530829,On or near Supermarket,E01005660,Salford 001B,Anti-social behaviour,,Person and Vehicle search,2018-09-07T13:10:00+00:00,False,,Male,10-17,White - Gypsy or Irish Traveller,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
848,,2018-07,Greater Manchester Police,Greater Manchester Police,-2.425043,53.530829,On or near Supermarket,E01005660,Salford 001B,Anti-social behaviour,,Person and Vehicle search,2018-09-07T13:10:00+00:00,False,,Male,10-17,White - Gypsy or Irish Traveller,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
849,,2018-09,Greater Manchester Police,Greater Manchester Police,-2.425043,53.530829,On or near Supermarket,E01005660,Salford 001B,Anti-social behaviour,,Person and Vehicle search,2018-09-07T13:10:00+00:00,False,,Male,10-17,White - Gypsy or Irish Traveller,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
850,,2017-08,Greater Manchester Police,Greater Manchester Police,-2.425043,53.530829,On or near Supermarket,E01005660,Salford 001B,Anti-social behaviour,,Person and Vehicle search,2018-09-07T13:30:00+00:00,False,,,10-17,White - Gypsy or Irish Traveller,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
851,,2017-10,Greater Manchester Police,Greater Manchester Police,-2.425043,53.530829,On or near Supermarket,E01005660,Salford 001B,Anti-social behaviour,,Person and Vehicle search,2018-09-07T13:30:00+00:00,False,,,10-17,White - Gypsy or Irish Traveller,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
852,,2018-01,Greater Manchester Police,Greater Manchester Police,-2.425043,53.530829,On or near Supermarket,E01005660,Salford 001B,Anti-social behaviour,,Person and Vehicle search,2018-09-07T13:30:00+00:00,False,,,10-17,White - Gypsy or Irish Traveller,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
853,,2018-06,Greater Manchester Police,Greater Manchester Police,-2.425043,53.530829,On or near Supermarket,E01005660,Salford 001B,Anti-social behaviour,,Person and Vehicle search,2018-09-07T13:30:00+00:00,False,,,10-17,White - Gypsy or Irish Traveller,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
854,,2018-07,Greater Manchester Police,Greater Manchester Police,-2.425043,53.530829,On or near Supermarket,E01005660,Salford 001B,Anti-social behaviour,,Person and Vehicle search,2018-09-07T13:30:00+00:00,False,,,10-17,White - Gypsy or Irish Traveller,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
855,,2018-09,Greater Manchester Police,Greater Manchester Police,-2.425043,53.530829,On or near Supermarket,E01005660,Salford 001B,Anti-social behaviour,,Person and Vehicle search,2018-09-07T13:30:00+00:00,False,,,10-17,White - Gypsy or Irish Traveller,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
856,,2017-08,Greater Manchester Police,Greater Manchester Police,-2.425043,53.530829,On or near Supermarket,E01005660,Salford 001B,Anti-social behaviour,,Person and Vehicle search,2018-09-07T13:30:00+00:00,False,,Female,over 34,White - Gypsy or Irish Traveller,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
857,,2017-10,Greater Manchester Police,Greater Manchester Police,-2.425043,53.530829,On or near Supermarket,E01005660,Salford 001B,Anti-social behaviour,,Person and Vehicle search,2018-09-07T13:30:00+00:00,False,,Female,over 34,White - Gypsy or Irish Traveller,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
858,,2018-01,Greater Manchester Police,Greater Manchester Police,-2.425043,53.530829,On or near Supermarket,E01005660,Salford 001B,Anti-social behaviour,,Person and Vehicle search,2018-09-07T13:30:00+00:00,False,,Female,over 34,White - Gypsy or Irish Traveller,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
859,,2018-06,Greater Manchester Police,Greater Manchester Police,-2.425043,53.530829,On or near Supermarket,E01005660,Salford 001B,Anti-social behaviour,,Person and Vehicle search,2018-09-07T13:30:00+00:00,False,,Female,over 34,White - Gypsy or Irish Traveller,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
860,,2018-07,Greater Manchester Police,Greater Manchester Police,-2.425043,53.530829,On or near Supermarket,E01005660,Salford 001B,Anti-social behaviour,,Person and Vehicle search,2018-09-07T13:30:00+00:00,False,,Female,over 34,White - Gypsy or Irish Traveller,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
861,,2018-09,Greater Manchester Police,Greater Manchester Police,-2.425043,53.530829,On or near Supermarket,E01005660,Salford 001B,Anti-social behaviour,,Person and Vehicle search,2018-09-07T13:30:00+00:00,False,,Female,over 34,White - Gypsy or Irish Traveller,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
862,,2017-01,Greater Manchester Police,Greater Manchester Police,-2.420776,53.529577,On or near County Road,E01005660,Salford 001B,Anti-social behaviour,,Person search,2017-09-26T19:50:00+00:00,False,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
863,,2017-10,Greater Manchester Police,Greater Manchester Police,-2.420776,53.529577,On or near County Road,E01005660,Salford 001B,Anti-social behaviour,,Person search,2017-09-26T19:50:00+00:00,False,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
864,,2017-11,Greater Manchester Police,Greater Manchester Police,-2.420776,53.529577,On or near County Road,E01005660,Salford 001B,Anti-social behaviour,,Person search,2017-09-26T19:50:00+00:00,False,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
865,,2017-12,Greater Manchester Police,Greater Manchester Police,-2.420776,53.529577,On or near County Road,E01005660,Salford 001B,Anti-social behaviour,,Person search,2017-09-26T19:50:00+00:00,False,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
866,,2018-01,Greater Manchester Police,Greater Manchester Police,-2.420776,53.529577,On or near County Road,E01005660,Salford 001B,Anti-social behaviour,,Person search,2017-09-26T19:50:00+00:00,False,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
867,,2018-05,Greater Manchester Police,Greater Manchester Police,-2.420776,53.529577,On or near County Road,E01005660,Salford 001B,Anti-social behaviour,,Person search,2017-09-26T19:50:00+00:00,False,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
868,,2018-08,Greater Manchester Police,Greater Manchester Police,-2.420776,53.529577,On or near County Road,E01005660,Salford 001B,Anti-social behaviour,,Person search,2017-09-26T19:50:00+00:00,False,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
869,,2018-09,Greater Manchester Police,Greater Manchester Police,-2.420776,53.529577,On or near County Road,E01005660,Salford 001B,Anti-social behaviour,,Person search,2017-09-26T19:50:00+00:00,False,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
870,,2018-10,Greater Manchester Police,Greater Manchester Police,-2.420776,53.529577,On or near County Road,E01005660,Salford 001B,Anti-social behaviour,,Person search,2017-09-26T19:50:00+00:00,False,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
871,,2018-12,Greater Manchester Police,Greater Manchester Police,-2.420776,53.529577,On or near County Road,E01005660,Salford 001B,Anti-social behaviour,,Person search,2017-09-26T19:50:00+00:00,False,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
872,,2017-01,Greater Manchester Police,Greater Manchester Police,-2.4259,53.535087,On or near Thornfield Crescent,E01005660,Salford 001B,Anti-social behaviour,,Person search,2018-05-17T09:45:00+00:00,False,,Male,18-24,White - Irish,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,False,1831,33,38,26,25,24,25,25,26,14,29,26,17,27,17,28,16,7,10
