crime id,month,reported by,falls within,longitude,latitude,location,lsoa code,lsoa name,crime type,last outcome category,type,date,part of a policing operation,policing operation,gender,age range,self-defined ethnicity,officer-defined ethnicity,legislation,object of search,outcome,outcome linked to object of search,removal of more than just outer clothing,all ages,13,14,15,16,17,18,19,20,25,30,35,40,45,50,60,70,80,90+
,2017-12,Greater Manchester Police,Greater Manchester Police,-2.264777,53.496111,On or near Countess Grove,E01005609,Salford 016A,Anti-social behaviour,,Person search,2017-07-01T18:03:00+00:00,True,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2018-02,Greater Manchester Police,Greater Manchester Police,-2.264777,53.496111,On or near Countess Grove,E01005609,Salford 016A,Anti-social behaviour,,Person search,2017-07-01T18:03:00+00:00,True,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2018-11,Greater Manchester Police,Greater Manchester Police,-2.264777,53.496111,On or near Countess Grove,E01005609,Salford 016A,Anti-social behaviour,,Person search,2017-07-01T18:03:00+00:00,True,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2017-02,Greater Manchester Police,Greater Manchester Police,-2.264777,53.496111,On or near Countess Grove,E01005609,Salford 016A,Anti-social behaviour,,Person search,2017-07-01T18:03:00+00:00,True,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2017-06,Greater Manchester Police,Greater Manchester Police,-2.264777,53.496111,On or near Countess Grove,E01005609,Salford 016A,Anti-social behaviour,,Person search,2017-07-01T18:03:00+00:00,True,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2017-10,Greater Manchester Police,Greater Manchester Police,-2.264777,53.496111,On or near Countess Grove,E01005609,Salford 016A,Anti-social behaviour,,Person search,2017-07-01T18:03:00+00:00,True,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2017-12,Greater Manchester Police,Greater Manchester Police,-2.264777,53.496111,On or near Countess Grove,E01005609,Salford 016A,Anti-social behaviour,,Person search,2017-07-01T18:03:00+00:00,True,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2018-02,Greater Manchester Police,Greater Manchester Police,-2.264777,53.496111,On or near Countess Grove,E01005609,Salford 016A,Anti-social behaviour,,Person search,2017-07-01T18:03:00+00:00,True,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2018-11,Greater Manchester Police,Greater Manchester Police,-2.264777,53.496111,On or near Countess Grove,E01005609,Salford 016A,Anti-social behaviour,,Person search,2017-07-01T18:03:00+00:00,True,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2017-03,Greater Manchester Police,Greater Manchester Police,-2.259920,53.498063,On or near Muriel Street,E01005609,Salford 016A,Anti-social behaviour,,Person search,2018-10-21T03:00:00+00:00,False,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2017-05,Greater Manchester Police,Greater Manchester Police,-2.259920,53.498063,On or near Muriel Street,E01005609,Salford 016A,Anti-social behaviour,,Person search,2018-10-21T03:00:00+00:00,False,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2017-11,Greater Manchester Police,Greater Manchester Police,-2.259920,53.498063,On or near Muriel Street,E01005609,Salford 016A,Anti-social behaviour,,Person search,2018-10-21T03:00:00+00:00,False,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2018-06,Greater Manchester Police,Greater Manchester Police,-2.259920,53.498063,On or near Muriel Street,E01005609,Salford 016A,Anti-social behaviour,,Person search,2018-10-21T03:00:00+00:00,False,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2018-11,Greater Manchester Police,Greater Manchester Police,-2.259920,53.498063,On or near Muriel Street,E01005609,Salford 016A,Anti-social behaviour,,Person search,2018-10-21T03:00:00+00:00,False,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2017-03,Greater Manchester Police,Greater Manchester Police,-2.259920,53.498063,On or near Muriel Street,E01005609,Salford 016A,Anti-social behaviour,,Person search,2018-10-21T03:00:00+00:00,False,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2017-05,Greater Manchester Police,Greater Manchester Police,-2.259920,53.498063,On or near Muriel Street,E01005609,Salford 016A,Anti-social behaviour,,Person search,2018-10-21T03:00:00+00:00,False,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2017-11,Greater Manchester Police,Greater Manchester Police,-2.259920,53.498063,On or near Muriel Street,E01005609,Salford 016A,Anti-social behaviour,,Person search,2018-10-21T03:00:00+00:00,False,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2018-06,Greater Manchester Police,Greater Manchester Police,-2.259920,53.498063,On or near Muriel Street,E01005609,Salford 016A,Anti-social behaviour,,Person search,2018-10-21T03:00:00+00:00,False,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2018-11,Greater Manchester Police,Greater Manchester Police,-2.259920,53.498063,On or near Muriel Street,E01005609,Salford 016A,Anti-social behaviour,,Person search,2018-10-21T03:00:00+00:00,False,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2018-04,Greater Manchester Police,Greater Manchester Police,-2.263487,53.497175,On or near Sports/Recreation Area,E01005609,Salford 016A,Anti-social behaviour,,Person search,2018-11-17T12:56:00+00:00,False,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2018-11,Greater Manchester Police,Greater Manchester Police,-2.263487,53.497175,On or near Sports/Recreation Area,E01005609,Salford 016A,Anti-social behaviour,,Person search,2018-11-17T12:56:00+00:00,False,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2017-02,Greater Manchester Police,Greater Manchester Police,-2.264777,53.496111,On or near Countess Grove,E01005609,Salford 016A,Anti-social behaviour,,Vehicle search,2017-07-01T18:03:00+00:00,True,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2017-06,Greater Manchester Police,Greater Manchester Police,-2.264777,53.496111,On or near Countess Grove,E01005609,Salford 016A,Anti-social behaviour,,Vehicle search,2017-07-01T18:03:00+00:00,True,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2017-10,Greater Manchester Police,Greater Manchester Police,-2.264777,53.496111,On or near Countess Grove,E01005609,Salford 016A,Anti-social behaviour,,Vehicle search,2017-07-01T18:03:00+00:00,True,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2017-12,Greater Manchester Police,Greater Manchester Police,-2.264777,53.496111,On or near Countess Grove,E01005609,Salford 016A,Anti-social behaviour,,Vehicle search,2017-07-01T18:03:00+00:00,True,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2018-02,Greater Manchester Police,Greater Manchester Police,-2.264777,53.496111,On or near Countess Grove,E01005609,Salford 016A,Anti-social behaviour,,Vehicle search,2017-07-01T18:03:00+00:00,True,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2018-11,Greater Manchester Police,Greater Manchester Police,-2.264777,53.496111,On or near Countess Grove,E01005609,Salford 016A,Anti-social behaviour,,Vehicle search,2017-07-01T18:03:00+00:00,True,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2017-01,Greater Manchester Police,Greater Manchester Police,-2.260837,53.497630,On or near Moss Street,E01005609,Salford 016A,Anti-social behaviour,,Vehicle search,2018-03-21T16:00:00+00:00,False,,,,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2017-05,Greater Manchester Police,Greater Manchester Police,-2.260837,53.497630,On or near Moss Street,E01005609,Salford 016A,Anti-social behaviour,,Vehicle search,2018-03-21T16:00:00+00:00,False,,,,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2017-08,Greater Manchester Police,Greater Manchester Police,-2.260837,53.497630,On or near Moss Street,E01005609,Salford 016A,Anti-social behaviour,,Vehicle search,2018-03-21T16:00:00+00:00,False,,,,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2017-10,Greater Manchester Police,Greater Manchester Police,-2.260837,53.497630,On or near Moss Street,E01005609,Salford 016A,Anti-social behaviour,,Vehicle search,2018-03-21T16:00:00+00:00,False,,,,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2018-06,Greater Manchester Police,Greater Manchester Police,-2.260837,53.497630,On or near Moss Street,E01005609,Salford 016A,Anti-social behaviour,,Vehicle search,2018-03-21T16:00:00+00:00,False,,,,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2018-07,Greater Manchester Police,Greater Manchester Police,-2.260837,53.497630,On or near Moss Street,E01005609,Salford 016A,Anti-social behaviour,,Vehicle search,2018-03-21T16:00:00+00:00,False,,,,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2018-12,Greater Manchester Police,Greater Manchester Police,-2.260837,53.497630,On or near Moss Street,E01005609,Salford 016A,Anti-social behaviour,,Vehicle search,2018-03-21T16:00:00+00:00,False,,,,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,False,2751,33,29,28,21,34,23,32,39,56,84,66,32,24,35,12,19,5,11
,2018-09,Greater Manchester Police,Greater Manchester Police,-2.260440,53.491878,On or near Parking Area,E01005610,Salford 022D,Anti-social behaviour,,Person and Vehicle search,2017-03-07T00:35:00+00:00,False,,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False,1211,10,14,3,6,3,19,84,126,13,15,18,9,16,11,18,6,4,6
,2017-02,Greater Manchester Police,Greater Manchester Police,-2.265869,53.492307,On or near Carina Place,E01005610,Salford 022D,Anti-social behaviour,,Person search,2018-07-31T21:45:00+00:00,False,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,1211,10,14,3,6,3,19,84,126,13,15,18,9,16,11,18,6,4,6
,2017-07,Greater Manchester Police,Greater Manchester Police,-2.265869,53.492307,On or near Carina Place,E01005610,Salford 022D,Anti-social behaviour,,Person search,2018-07-31T21:45:00+00:00,False,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,1211,10,14,3,6,3,19,84,126,13,15,18,9,16,11,18,6,4,6
,2017-02,Greater Manchester Police,Greater Manchester Police,-2.264750,53.491725,On or near Sirius Place,E01005610,Salford 022D,Anti-social behaviour,,Person search,2018-08-18T18:13:00+00:00,True,,Male,10-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,1211,10,14,3,6,3,19,84,126,13,15,18,9,16,11,18,6,4,6
,2018-09,Greater Manchester Police,Greater Manchester Police,-2.264750,53.491725,On or near Sirius Place,E01005610,Salford 022D,Anti-social behaviour,,Person search,2018-08-18T18:13:00+00:00,True,,Male,10-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,1211,10,14,3,6,3,19,84,126,13,15,18,9,16,11,18,6,4,6
,2017-02,Greater Manchester Police,Greater Manchester Police,-2.264747,53.498538,On or near Albert Park Road,E01005611,Salford 016B,Anti-social behaviour,,Person and Vehicle search,2017-11-08T02:15:00+00:00,False,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2017-08,Greater Manchester Police,Greater Manchester Police,-2.264747,53.498538,On or near Albert Park Road,E01005611,Salford 016B,Anti-social behaviour,,Person and Vehicle search,2017-11-08T02:15:00+00:00,False,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2018-05,Greater Manchester Police,Greater Manchester Police,-2.264747,53.498538,On or near Albert Park Road,E01005611,Salford 016B,Anti-social behaviour,,Person and Vehicle search,2017-11-08T02:15:00+00:00,False,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2018-07,Greater Manchester Police,Greater Manchester Police,-2.264747,53.498538,On or near Albert Park Road,E01005611,Salford 016B,Anti-social behaviour,,Person and Vehicle search,2017-11-08T02:15:00+00:00,False,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2017-09,Greater Manchester Police,Greater Manchester Police,-2.261678,53.501916,On or near Todd Street,E01005611,Salford 016B,Anti-social behaviour,,Person and Vehicle search,2018-04-14T12:08:00+00:00,False,,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2018-05,Greater Manchester Police,Greater Manchester Police,-2.261678,53.501916,On or near Todd Street,E01005611,Salford 016B,Anti-social behaviour,,Person and Vehicle search,2018-04-14T12:08:00+00:00,False,,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2018-11,Greater Manchester Police,Greater Manchester Police,-2.261678,53.501916,On or near Todd Street,E01005611,Salford 016B,Anti-social behaviour,,Person and Vehicle search,2018-04-14T12:08:00+00:00,False,,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2017-05,Greater Manchester Police,Greater Manchester Police,-2.268697,53.496156,On or near St Boniface Road,E01005611,Salford 016B,Anti-social behaviour,,Person search,2017-07-04T15:00:00+00:00,False,,,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2017-06,Greater Manchester Police,Greater Manchester Police,-2.268697,53.496156,On or near St Boniface Road,E01005611,Salford 016B,Anti-social behaviour,,Person search,2017-07-04T15:00:00+00:00,False,,,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2017-08,Greater Manchester Police,Greater Manchester Police,-2.268697,53.496156,On or near St Boniface Road,E01005611,Salford 016B,Anti-social behaviour,,Person search,2017-07-04T15:00:00+00:00,False,,,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2017-10,Greater Manchester Police,Greater Manchester Police,-2.268697,53.496156,On or near St Boniface Road,E01005611,Salford 016B,Anti-social behaviour,,Person search,2017-07-04T15:00:00+00:00,False,,,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2017-11,Greater Manchester Police,Greater Manchester Police,-2.268697,53.496156,On or near St Boniface Road,E01005611,Salford 016B,Anti-social behaviour,,Person search,2017-07-04T15:00:00+00:00,False,,,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2017-12,Greater Manchester Police,Greater Manchester Police,-2.268697,53.496156,On or near St Boniface Road,E01005611,Salford 016B,Anti-social behaviour,,Person search,2017-07-04T15:00:00+00:00,False,,,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2018-03,Greater Manchester Police,Greater Manchester Police,-2.268697,53.496156,On or near St Boniface Road,E01005611,Salford 016B,Anti-social behaviour,,Person search,2017-07-04T15:00:00+00:00,False,,,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2018-04,Greater Manchester Police,Greater Manchester Police,-2.268697,53.496156,On or near St Boniface Road,E01005611,Salford 016B,Anti-social behaviour,,Person search,2017-07-04T15:00:00+00:00,False,,,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2018-05,Greater Manchester Police,Greater Manchester Police,-2.268697,53.496156,On or near St Boniface Road,E01005611,Salford 016B,Anti-social behaviour,,Person search,2017-07-04T15:00:00+00:00,False,,,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2018-07,Greater Manchester Police,Greater Manchester Police,-2.268697,53.496156,On or near St Boniface Road,E01005611,Salford 016B,Anti-social behaviour,,Person search,2017-07-04T15:00:00+00:00,False,,,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2018-09,Greater Manchester Police,Greater Manchester Police,-2.268697,53.496156,On or near St Boniface Road,E01005611,Salford 016B,Anti-social behaviour,,Person search,2017-07-04T15:00:00+00:00,False,,,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2018-11,Greater Manchester Police,Greater Manchester Police,-2.268697,53.496156,On or near St Boniface Road,E01005611,Salford 016B,Anti-social behaviour,,Person search,2017-07-04T15:00:00+00:00,False,,,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2017-03,Greater Manchester Police,Greater Manchester Police,-2.268551,53.496912,On or near The Avenue,E01005611,Salford 016B,Anti-social behaviour,,Person search,2017-08-16T21:30:00+00:00,False,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2017-05,Greater Manchester Police,Greater Manchester Police,-2.268551,53.496912,On or near The Avenue,E01005611,Salford 016B,Anti-social behaviour,,Person search,2017-08-16T21:30:00+00:00,False,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2017-06,Greater Manchester Police,Greater Manchester Police,-2.268551,53.496912,On or near The Avenue,E01005611,Salford 016B,Anti-social behaviour,,Person search,2017-08-16T21:30:00+00:00,False,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2017-06,Greater Manchester Police,Greater Manchester Police,-2.267780,53.496653,On or near Albion Place,E01005611,Salford 016B,Anti-social behaviour,,Person search,2017-09-24T17:22:00+00:00,False,,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Offender given penalty notice,False,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2017-07,Greater Manchester Police,Greater Manchester Police,-2.267780,53.496653,On or near Albion Place,E01005611,Salford 016B,Anti-social behaviour,,Person search,2017-09-24T17:22:00+00:00,False,,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Offender given penalty notice,False,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2018-04,Greater Manchester Police,Greater Manchester Police,-2.267780,53.496653,On or near Albion Place,E01005611,Salford 016B,Anti-social behaviour,,Person search,2017-09-24T17:22:00+00:00,False,,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Offender given penalty notice,False,False,2174,27,21,19,17,14,25,22,55,45,44,34,24,28,26,26,14,11,18
,2017-12,Greater Manchester Police,Greater Manchester Police,-2.253737,53.502571,On or near Kenneth Square,E01005612,Salford 016C,Anti-social behaviour,,Person and Vehicle search,2017-09-25T15:13:00+00:00,True,,Male,,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False,2261,36,35,32,36,29,19,28,23,20,31,39,24,32,24,21,24,12,23
,2017-03,Greater Manchester Police,Greater Manchester Police,-2.254194,53.503478,On or near Supermarket,E01005612,Salford 016C,Anti-social behaviour,,Person and Vehicle search,2018-10-12T16:30:00+00:00,False,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,2261,36,35,32,36,29,19,28,23,20,31,39,24,32,24,21,24,12,23
,2017-05,Greater Manchester Police,Greater Manchester Police,-2.254194,53.503478,On or near Supermarket,E01005612,Salford 016C,Anti-social behaviour,,Person and Vehicle search,2018-10-12T16:30:00+00:00,False,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,2261,36,35,32,36,29,19,28,23,20,31,39,24,32,24,21,24,12,23
,2017-07,Greater Manchester Police,Greater Manchester Police,-2.254194,53.503478,On or near Supermarket,E01005612,Salford 016C,Anti-social behaviour,,Person and Vehicle search,2018-10-12T16:30:00+00:00,False,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,2261,36,35,32,36,29,19,28,23,20,31,39,24,32,24,21,24,12,23
